AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
282.9715,100.77,96.687,4.6954,323.68,1373.0500000000002,802.65,162.15,1395.3,0.46636,67.428
281.9487,100.81,96.521,4.6598,323.39,1372.9499999999998,802.85,163.03,1383.1,0.4018,69.13
281.1029,100.85,97.918,4.6697,324.51,1373.15,802.18,163.5,1392.2,0.24591,67.957
280.6149,100.96,96.515,4.7244,328.78999999999996,1373.0500000000002,800.75,164.58,1407.3,0.23934,68.939
280.471,101.01,95.181,4.6731,326.62,1373.15,801.1899999999999,164.28,1415.0,0.25726,69.301
280.1185,101.06,96.88,4.7564,332.58000000000004,1373.25,799.3,165.62,1424.7,0.26241,68.446
280.0714,101.12,96.2,4.7221,330.53,1373.15,799.9399999999999,165.2,1410.2,0.24452,68.694
280.1049,101.19,94.708,3.4844,234.63,1356.35,823.12,134.12,1185.0,0.89264,81.023
280.1889,101.23,92.654,3.471,231.87,1355.15,823.09,132.7,1167.3,1.0481,82.303
280.31109999999995,101.28,90.72,3.6157,238.42,1358.5500000000002,823.26,133.45,1177.2,0.74785,81.579
280.5117,101.35,88.991,3.6439,238.32999999999998,1358.9499999999998,822.87,133.69,1184.4,0.68593,82.151
280.4094,101.41,89.669,3.6328,237.91,1358.75,823.2099999999999,133.68,1181.6,0.6525,82.837
280.06879999999995,101.45,89.859,3.6367,237.33,1358.5500000000002,823.05,133.69,1178.9,0.77359,82.778
280.0403,101.47,88.165,3.6331,237.32,1358.9499999999998,823.2099999999999,133.69,1176.1,0.7649,82.335
279.90689999999995,101.51,88.41,3.6162,237.47,1358.65,823.39,133.65,1173.3,0.64836,82.377
279.8655,101.57,88.174,3.5792,235.49,1357.5500000000002,823.03,132.76,1172.7,0.6272,82.408
279.967,101.63,87.707,4.0272,272.76,1362.9499999999998,813.92,144.56,1269.9,0.55501,77.364
280.04729999999995,101.67,88.241,4.6468,325.98,1373.5500000000002,800.93,163.61,1405.6,0.051019,66.859
280.0782,101.72,87.293,4.7146,331.85,1373.35,798.9499999999999,164.99,1428.5,0.69285,67.14
280.1457,101.75,87.652,4.7299,329.66,1372.75,799.81,164.67,1416.6,1.0197,69.001
280.4348,101.76,87.557,4.7188,327.1,1373.15,800.4,163.96,1412.5,1.3279,70.335
280.6402,101.82,85.956,4.7466,328.94,1373.0500000000002,799.74,164.43,1414.0,0.17557,66.863
280.4578,101.98,83.228,3.5579,233.95,1357.0500000000002,823.49,133.99,1193.3,0.92083,85.298
280.4657,101.99,79.696,3.5724,235.56,1358.15,822.92,134.49,1196.4,1.187,84.955
280.4668,102.01,79.75,3.5541,233.96999999999997,1357.25,822.89,133.72,1192.3,1.3783,85.123
280.3378,102.03,82.389,4.2138,285.07,1364.65,810.14,149.68,1305.7,1.1073,76.661
280.2668,102.04,85.501,3.6638,242.07999999999998,1362.0500000000002,823.13,137.65,1203.8,0.99396,83.92
280.2825,102.05,86.056,3.5491,232.82,1356.75,823.01,133.5,1181.6,1.0812,84.553
280.4118,102.05,87.237,3.5916,235.29,1358.4499999999998,823.2099999999999,134.44,1192.8000000000002,1.0029,84.616
280.7637,102.07,85.814,3.5924,235.31,1358.15,823.17,134.2,1194.6,1.0528,83.808
281.0348,102.06,85.039,3.5931,234.75,1357.5500000000002,823.18,133.69,1188.8,1.0287,82.042
281.0895,102.03,87.203,3.5841,234.26,1357.75,823.18,133.68,1183.1,0.94843,82.344
281.1092,102.02,87.339,3.571,234.41,1357.85,822.97,133.69,1179.3,1.021,82.386
281.0942,102.04,86.646,3.5717,234.3,1357.65,823.27,133.63,1171.6,1.1397,82.603
281.1815,102.07,88.747,3.5713,233.69,1357.4499999999998,823.02,133.43,1175.9,1.0798,82.399
281.3183,102.07,89.104,4.3989,299.52000000000004,1369.0500000000002,807.64,154.39,1342.7,0.5243,71.349
281.6358,102.11,87.738,4.8415,334.33,1373.25,798.3299999999999,164.52,1429.4,0.35867,63.887
282.4073,102.12,84.579,4.8112,330.12,1373.25,799.8299999999999,162.96,1419.6,0.47136,66.184
283.211,102.09,74.011,4.7807,324.84000000000003,1373.35,801.72,161.34,1409.1,0.49222,67.861
283.727,102.04,71.694,4.8093,326.46000000000004,1373.4499999999998,801.16,161.51,1413.6,0.48567,66.557
283.778,102.0,72.416,4.8102,325.13,1373.0500000000002,801.68,161.46,1404.6,0.51512,67.88
283.601,102.02,73.394,4.826,326.61,1372.75,801.26,161.87,1411.5,0.70325,67.658
283.431,102.04,69.09,4.8366,329.32000000000005,1373.0500000000002,799.99,163.2,1414.8,0.74822,60.654
283.205,102.07,69.491,4.8172,328.92,1373.4499999999998,800.14,163.11,1422.1,0.073167,56.377
280.138,102.15,82.347,3.5297,237.57999999999998,1356.9499999999998,822.11,135.11,1193.7,0.44509,81.613
279.8043,102.15,82.293,3.4638,232.19,1355.65,822.9499999999999,133.33,1178.7,0.21186,81.806
278.6111,102.18,87.63,3.4823,233.57,1356.4499999999998,822.86,134.37,1182.5,0.4134,83.598
278.9872,102.21,86.775,3.4991,234.28,1356.65,822.9399999999999,134.08,1177.5,0.60293,84.423
280.2028,102.22,79.474,3.5119,234.23,1356.65,823.3299999999999,133.46,1168.2,0.31753,83.032
280.3373,102.25,79.304,3.4888,232.18,1355.65,823.1899999999999,132.96,1172.5,0.5396,84.707
279.79049999999995,102.21,82.613,3.5183,234.56,1357.25,823.0699999999999,134.35,1188.4,0.8023,84.263
279.2533,102.19,81.523,3.4937,232.22000000000003,1356.15,823.13,133.67,1183.6,1.0618,84.708
278.6046,102.16,81.919,3.4882,231.66,1356.15,822.99,133.67,1178.7,0.96692,84.631
278.2861,102.17,82.833,3.4777,231.13,1355.9499999999998,823.2099999999999,133.68,1171.5,0.94812,84.55
278.1219,102.2,84.008,3.527,235.0,1356.65,822.31,134.69,1179.9,0.76725,84.277
279.8597,102.28,80.685,4.6852,328.74,1373.25,799.28,165.17,1419.9,0.21291,66.76
280.4872,102.3,80.076,4.7698,333.22,1373.15,797.86,165.87,1427.6,0.28478,65.495
280.8452,102.28,81.974,4.7001,329.61,1373.5500000000002,799.15,165.2,1430.1,0.30938,65.122
280.5518,102.26,87.673,4.7564,334.41,1373.15,797.84,166.01,1427.9,0.4273,66.026
280.9667,102.22,88.135,4.6605,328.93,1373.15,799.36,164.73,1417.7,0.72742,66.369
281.7281,102.2,87.554,4.7183,330.79,1373.0500000000002,798.93,164.42,1421.4,0.86749,67.327
282.991,102.22,77.791,4.7141,326.24,1372.75,800.76,162.56,1409.5,0.52366,69.291
283.234,102.27,67.3,4.7721,330.23,1373.25,799.42,163.57,1416.8,0.42837,67.311
282.6984,102.31,68.062,4.7413,329.28,1373.15,799.6899999999999,163.75,1417.2,0.64247,67.667
281.8661,102.35,77.867,4.804,334.66,1373.4499999999998,798.17,165.54,1428.8,0.82869,65.856
281.4911,102.36,83.747,4.7442,330.09999999999997,1373.25,799.79,164.75,1422.4,0.40453,64.856
281.1043,102.37,84.187,4.818,336.22999999999996,1373.15,797.42,166.23,1437.0,0.18232,63.19
280.6902,102.38,85.149,4.8032,335.82,1373.35,797.68,166.31,1436.4,0.19051,62.88
279.5737,102.409,88.72,3.5543,236.38000000000002,1358.35,822.6999999999999,135.94,1183.9,0.56878,81.787
279.4686,102.43,89.401,3.5375,232.42000000000002,1356.85,823.17,133.39,1181.0,0.55026,82.66
279.1087,102.47,88.759,3.4538,224.1,1352.35,823.18,129.39,1165.1999999999998,0.78055,83.35
279.0884,102.509,89.319,3.514,228.67000000000002,1354.9499999999998,823.41,131.25,1174.8,0.4963,82.267
278.9452,102.52,90.142,3.6204,236.67000000000002,1359.35,823.0699999999999,134.68,1189.1,0.5529,82.439
278.8683,102.509,90.048,3.6658,238.31,1359.85,823.0699999999999,134.64,1193.0,0.80307,83.672
279.12789999999995,102.53,90.087,3.6504,236.56,1359.0500000000002,823.11,133.69,1188.8,0.87729,84.34
279.2051,102.57,89.869,3.6526,236.07,1359.15,823.18,133.67,1178.2,0.91205,85.008
279.2875,102.6,90.147,4.0193,267.02000000000004,1361.75,814.12,142.94,1263.9,0.75338,77.035
279.2771,102.63,91.663,4.6899,324.4,1373.35,801.03,164.51,1398.9,0.21314,62.508
279.5582,102.659,93.512,4.7515,328.41,1373.0500000000002,799.9399999999999,164.8,1416.9,0.26682,62.295
280.7926,102.67,95.243,4.8098,331.78,1373.25,799.27,164.56,1421.0,0.45902,71.277
282.6201,102.64,91.873,4.821,331.34999999999997,1373.4499999999998,799.37,162.97,1427.3,0.70367,63.0
284.09,102.6,80.793,4.7821,327.83000000000004,1373.25,801.28,161.45,1406.1,0.47882,63.865
284.763,102.57,72.077,4.723,323.32,1373.15,802.77,159.84,1392.4,0.76105,65.579
285.21599999999995,102.559,68.019,4.8046,330.26000000000005,1372.9499999999998,800.51,161.38,1407.8,0.72125,65.123
285.601,102.559,66.261,4.7516,327.02,1373.15,801.56,160.7,1413.7,0.62048,65.75
285.315,102.58,70.975,4.7775,329.42,1373.15,801.01,161.7,1406.2,0.35877,63.759
284.043,102.58,81.178,4.7097,327.08,1372.85,801.4499999999999,162.39,1400.0,0.40253,63.718
282.89829999999995,102.6,84.442,4.7864,332.0,1373.0500000000002,799.1,164.05,1420.1,0.38365,61.525
281.8402,102.62,86.248,4.8016,333.9,1373.25,798.63,165.26,1435.0,0.1831,61.136
278.5238,102.55,92.997,3.6186,235.07000000000002,1358.15,823.02,133.63,1180.9,0.39318,83.742
278.59619999999995,102.54,92.273,3.6224,234.23,1357.25,823.24,132.46,1169.1,0.40078,83.12
278.8488,102.52,91.298,3.6646,237.87,1358.85,823.26,133.68,1174.2,0.23094,81.935
279.0475,102.5,89.942,3.6767,238.1,1359.15,823.06,133.68,1179.2,0.26808,82.035
279.3533,102.5,90.333,3.6926,238.53000000000003,1359.35,823.09,133.67,1184.3,0.48698,81.863
279.814,102.48,89.599,3.7025,238.66,1359.5500000000002,822.9499999999999,133.68,1189.4,0.50802,82.024
280.3926,102.48,89.653,3.7199,239.86,1359.75,823.29,133.67,1188.5,0.51249,81.838
280.8732,102.47,88.66,3.732,240.57999999999998,1360.25,822.93,133.67,1183.1,0.50862,82.043
281.4077,102.52,89.225,4.9813,341.92,1372.85,796.79,165.53,1429.0,0.26595,60.702
281.9057,102.52,90.718,4.9097,337.43,1373.35,797.72,165.05,1435.0,0.36809,61.253
283.184,102.459,91.102,4.8665,330.93000000000006,1373.0500000000002,799.85,162.46,1417.6,0.64614,63.212
284.75199999999995,102.4,86.834,4.8566,323.95000000000005,1373.25,802.27,160.38,1412.9,0.39597,63.876
285.394,102.35,81.09,4.8762,328.1,1373.15,801.23,160.99,1406.0,0.65126,65.039
285.556,102.34,78.961,4.8399,325.08000000000004,1373.15,802.29,160.39,1397.9,0.80181,66.025
285.385,102.32,78.744,4.8588,329.09999999999997,1373.15,800.91,161.21,1405.6,0.69011,64.76
284.31199999999995,102.35,83.697,4.8088,330.26000000000005,1373.0500000000002,800.51,162.39,1405.9,0.26813,62.916
283.541,102.35,84.728,4.7811,328.68,1373.65,800.97,162.77,1405.2,0.1181,62.066
278.8107,102.21,93.031,4.6318,318.7,1370.0500000000002,802.79,161.45,1382.1999999999998,0.18008,67.245
278.2222,102.18,94.437,3.6508,237.42000000000002,1358.4499999999998,823.14,134.67,1182.6,0.84655,83.784
277.9619,102.18,95.641,3.7089,239.56,1359.25,822.92,134.67,1199.0,0.69797,85.327
278.237,102.16,95.333,3.701,238.89,1359.0500000000002,823.15,134.19,1192.1,0.70538,83.13
278.7801,102.13,94.996,3.7019,238.64999999999998,1358.75,823.3299999999999,133.67,1185.4,0.6526,82.13
279.06199999999995,102.11,92.325,3.6872,238.54,1358.65,823.36,133.67,1187.2,0.55639,82.267
279.27599999999995,102.09,92.477,3.7003,239.02,1359.0500000000002,823.54,133.66,1188.0,0.61335,82.381
279.4922,102.11,91.589,3.6948,239.02,1359.0500000000002,823.47,133.68,1188.5,0.72324,82.717
279.7193,102.15,91.403,3.7042,239.49,1358.9499999999998,823.36,133.67,1189.0,0.63502,82.069
280.3588,102.18,92.697,3.7357,240.37,1359.4499999999998,823.24,133.67,1186.7,0.7616,82.23
281.8686,102.19,94.786,4.5142,302.71000000000004,1367.25,806.91,152.15,1337.7,0.66976,70.248
283.266,102.13,95.289,4.8032,326.22,1373.35,802.4399999999999,161.03,1398.1,0.54997,65.812
285.083,102.08,89.218,4.0719,269.39,1363.5500000000002,815.88,142.62,1258.2,0.64332,73.211
285.862,102.06,80.097,3.6912,239.02999999999997,1358.15,823.23,132.75,1191.6,1.2855,77.391
285.936,102.06,77.046,3.6758,238.84,1358.15,823.01,132.71,1187.1,1.53,77.565
285.794,102.06,78.916,3.6688,239.34,1357.9499999999998,822.77,132.7,1184.3,1.5976,76.599
285.509,102.07,80.353,4.0105,266.21,1362.4499999999998,816.37,141.2,1255.4,0.55388,73.529
284.92499999999995,102.11,85.075,4.7561,326.12,1372.9499999999998,802.12,161.03,1386.3,0.10235,63.615
284.253,102.13,86.579,4.8001,329.42,1373.15,801.39,162.07,1404.9,0.24933,63.57
283.438,102.15,90.595,4.8425,332.15000000000003,1373.5500000000002,799.8199999999999,163.04,1423.1,0.2304,63.187
283.477,102.13,90.844,4.8256,331.15999999999997,1372.85,800.6899999999999,163.13,1417.1,0.060484,63.294
283.268,102.11,91.666,4.8388,331.42,1373.4499999999998,800.38,163.22,1418.8,0.10284,62.395
282.93429999999995,102.13,92.58,3.9486,262.71999999999997,1361.4499999999998,816.8,141.54,1242.2,0.66276,73.833
282.6268,102.13,92.894,3.6326,237.29,1357.65,822.9599999999999,133.72,1175.6,0.90164,78.81
282.0705,102.13,92.746,3.624,236.64000000000001,1356.75,823.22,133.68,1177.3,0.94351,79.818
281.35639999999995,102.14,93.097,3.62,236.11999999999998,1356.5500000000002,823.0,133.68,1178.1,0.95038,79.632
280.4237,102.14,92.66,3.5984,235.18,1356.75,823.2099999999999,133.65,1174.9,0.90212,80.996
279.9782,102.16,94.082,3.5954,234.89999999999998,1356.65,823.18,133.68,1168.4,0.90758,81.695
279.7104,102.2,94.003,3.582,234.67,1356.0500000000002,823.01,133.66,1162.5,0.73845,82.395
279.3978,102.24,93.688,3.6292,238.99,1358.85,822.99,135.86,1182.9,0.48045,81.7
281.5123,102.3,97.383,4.8415,331.9,1373.0500000000002,800.41,163.42,1410.9,0.22317,67.683
285.588,102.27,89.87,4.826,326.1,1373.15,802.24,159.85,1398.1999999999998,0.58427,63.733
285.65,102.22,88.542,4.7984,323.09,1373.15,803.48,159.23,1389.8,0.45382,64.144
285.884,102.23,87.678,4.8288,325.36,1373.0500000000002,802.47,159.51,1396.3,0.48485,63.126
286.323,102.23,87.318,4.7692,321.68,1373.15,803.65,158.78,1388.6,0.606,63.205
286.37,102.24,88.004,4.815,326.71,1373.25,801.8,160.33,1398.5,0.35112,63.31
285.735,102.24,86.053,4.7732,325.69000000000005,1373.15,802.62,160.64,1396.6,0.39113,63.916
284.78099999999995,102.26,88.012,4.8621,332.07,1373.15,800.0699999999999,162.92,1414.5,0.34812,63.306
283.398,102.25,88.104,4.8049,329.79999999999995,1373.35,800.55,163.17,1414.2,0.31793,63.764
282.4932,102.23,88.377,4.838,333.14,1373.4499999999998,799.1899999999999,164.27,1425.6,0.28585,62.054
281.822,102.23,91.782,4.8685,333.03,1373.0500000000002,799.03,164.78,1426.2,0.042178,61.785
281.4261,102.17,97.845,4.6235,311.01,1369.4499999999998,804.73,157.74,1354.3,0.075581,67.095
282.0391,102.14,96.629,3.6468,238.07999999999998,1358.15,823.02,134.33,1190.0,0.71929,79.709
282.4462,102.14,94.508,3.6242,237.06,1357.4499999999998,823.3199999999999,133.7,1182.1,0.74741,79.63
282.4416,102.1,94.266,3.6384,237.45999999999998,1357.15,823.15,133.7,1179.4,0.76143,79.456
282.4371,102.07,94.223,3.638,237.53,1357.35,822.9399999999999,133.69,1180.1,0.94791,76.977
282.3803,102.05,94.5,3.645,237.65,1357.75,823.25,133.7,1179.9,1.228,78.657
282.2845,102.04,94.833,3.6445,237.57999999999998,1357.25,823.17,133.66,1176.6,1.3051,79.917
282.2702,102.05,94.625,3.6461,237.81,1357.5500000000002,823.3,133.87,1183.2,1.2658,79.391
282.3853,102.05,95.418,4.5044,303.03000000000003,1366.75,806.61,153.35,1337.4,0.86745,66.676
282.7496,102.04,95.576,4.7824,324.68000000000006,1373.25,802.63,161.54,1393.9,0.38971,64.18
283.871,102.01,95.343,4.8516,327.35999999999996,1373.15,801.6999999999999,160.91,1401.5,0.45075,64.45
285.036,101.95,89.475,4.7898,322.39,1373.35,803.3199999999999,159.21,1395.9,0.85709,65.438
285.742,101.88,85.4,4.8055,324.02,1373.4499999999998,803.01,159.13,1397.5,0.55692,64.506
286.358,101.81,82.978,4.7682,321.27000000000004,1373.5500000000002,804.0799999999999,158.39,1392.2,0.35207,66.333
286.332,101.78,82.286,4.8112,324.29,1373.4499999999998,803.12,158.97,1399.2,0.34776,66.272
286.461,101.77,84.476,4.7736,321.95,1373.25,803.76,158.54,1394.0,0.33955,66.374
286.71,101.77,83.76,4.8042,326.44,1373.4499999999998,802.3199999999999,159.89,1405.7,0.35361,64.699
286.253,101.78,84.476,4.7299,320.3,1373.25,804.56,159.04,1369.6999999999998,0.23169,66.524
283.517,101.75,90.466,4.8384,330.01,1373.5500000000002,801.13,162.75,1415.1999999999998,0.020174,63.831
282.9336,101.73,92.113,4.894,333.87,1373.25,799.5799999999999,164.15,1427.5,0.023605,63.326
281.4131,101.65,93.554,4.2122,276.87,1362.35,812.97,146.5,1276.0,0.37721,73.106
280.8977,101.62,93.583,3.6428,234.44,1355.35,823.39,133.08,1158.8,0.90495,80.614
280.5456,101.62,93.31,3.6882,238.79000000000002,1358.0500000000002,823.56,134.67,1176.6,0.77553,80.582
280.24249999999995,101.59,93.957,3.7034,239.65,1358.35,823.09,134.67,1185.2,0.61756,79.886
280.55339999999995,101.57,94.204,3.6936,240.76,1358.75,823.1,134.67,1184.4,0.51458,79.413
280.37269999999995,101.56,91.876,3.6666,240.01999999999998,1358.65,823.09,134.68,1181.4,0.67269,80.941
280.16459999999995,101.57,92.455,3.6691,239.60000000000002,1358.15,823.1999999999999,134.58,1172.7,0.47397,80.911
280.011,101.58,93.262,3.7623,244.48000000000002,1358.75,822.13,135.52,1196.2,0.51377,80.74
282.6974,101.57,98.67,4.8702,327.88,1373.15,801.73,161.49,1406.3,0.26085,65.319
284.415,101.55,99.276,4.8928,324.25,1373.4499999999998,803.6899999999999,160.43,1403.3,0.82092,67.597
285.133,101.5,98.048,4.9118,325.46999999999997,1373.25,802.68,160.35,1395.8,0.83822,66.484
286.074,101.46,88.292,4.7722,320.85,1373.25,804.48,158.55,1383.4,0.20358,68.517
286.633,101.46,81.25,4.8163,325.08000000000004,1373.35,803.49,159.06,1391.9,0.6306,68.443
287.056,101.47,75.511,4.7627,320.98,1373.25,804.3199999999999,158.14,1381.9,0.74236,70.953
286.88899999999995,101.48,77.475,4.794,323.99,1373.15,803.5799999999999,159.06,1385.9,0.65297,67.868
286.561,101.51,79.323,4.7595,323.43000000000006,1373.15,803.99,159.65,1373.1,0.31667,64.596
286.179,101.53,79.184,4.783,326.07,1373.15,803.11,160.43,1397.2,0.13374,65.317
283.875,101.53,86.43,4.8525,331.5,1373.15,800.4599999999999,162.99,1411.1,0.017149,64.401
283.569,101.52,89.751,4.843,328.74,1373.4499999999998,801.28,162.49,1411.4,0.11758,64.67
283.256,101.52,90.738,4.8782,331.61,1373.15,800.39,163.01,1413.9,0.10045,64.716
282.7868,101.51,91.765,4.843,328.68,1373.0500000000002,801.5,162.84,1402.4,0.036721,64.982
282.4612,101.5,92.458,3.6673,237.29,1357.5500000000002,822.84,134.32,1183.3,0.6949,77.36
282.2755,101.48,94.302,3.6691,235.96,1357.25,822.91,133.69,1177.4,0.67257,77.136
282.2189,101.49,95.544,3.6933,235.94,1357.15,823.2099999999999,133.69,1178.7,0.49857,77.147
282.2454,101.48,96.377,3.709,236.14999999999998,1357.5500000000002,823.16,133.69,1178.2,0.50519,76.842
282.346,101.45,97.028,3.715,236.62,1357.35,823.1,133.68,1179.2,0.52051,77.433
282.36929999999995,101.45,96.157,3.7043,236.58999999999997,1357.4499999999998,823.11,133.69,1174.7,0.82177,77.13
282.3015,101.47,95.707,3.6833,236.11,1357.4499999999998,823.3199999999999,133.59,1166.4,0.82386,77.176
282.4394,101.52,96.224,3.7536,242.23,1359.75,823.1,135.59,1187.6,0.59584,77.117
282.7014,101.56,96.129,4.6292,308.67,1367.25,805.18,154.75,1353.4,0.51656,67.642
283.364,101.56,96.941,4.838,324.33,1372.9499999999998,803.01,161.0,1401.0,0.28693,65.243
284.726,101.56,93.55,4.854,324.41,1373.25,802.8299999999999,160.11,1399.7,0.41931,65.506
285.405,101.49,89.408,4.8049,320.01,1373.25,804.5699999999999,158.98,1384.1,0.66097,68.377
285.923,101.41,86.803,4.8309,322.07,1373.35,803.9,158.95,1392.6,0.87277,67.356
286.023,101.35,85.724,4.7895,319.72,1373.35,804.75,158.46,1385.8,0.31279,66.588
285.98,101.31,86.067,4.825,322.14,1373.4499999999998,803.9599999999999,158.85,1394.4,0.40233,66.051
285.894,101.29,86.281,4.7645,319.72,1373.15,804.9599999999999,158.42,1378.5,0.36701,66.261
285.746,101.31,86.224,4.8242,323.48999999999995,1373.4499999999998,803.77,159.53,1393.8,0.45244,66.472
285.147,101.32,86.749,4.7958,322.65,1373.25,803.68,160.1,1392.1,0.13127,61.352
